	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83
am0098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	2	1	1	0	0	0	0	2	0	2	3	0	1	3	0	3	3	1	1	0	0	1	0	0	0	0	0	1	7	4	6	6	0	0	0	0	2	0	0	1	2	2	3
am0099	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	2	0	0	1	0	1	0	0	1	1	0	6	1	0	2	2	3	1	8	2	3	0	2	0	2	1	2	3	3	3	1
am0100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	1	1	0	2	0	0	2
am0101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1
am0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	1	2	0	0	1	0	1	0	2	0	3	2	0	1	3	0	1	2	1	3	1	6	1	6	2	1	1	2	0	1	2	3	1	3	1	4	0	1	1	3	1	1	0	0	4
am0103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	2	1	2	1	1	0	0	1	2	0	0	2	1	0	1	3	0	0	2	0	3	0	1	2	0	0	2	2	0	0	1	2	2	2	1	2	1	1	1	3	3	2
am0104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	2	2	1	1	0	3	2	3	3	0	6	2	1	0
am0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	3	0	0	0	3	2	2	3	1	2	3	3	0
am0106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	1	2	0	1	1
am0107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	2	1	0	0	1	0	1	0	1	0	0	2	0	0	0	0	1	0	0	2	1	2	1	1	1	2	0	1	0	1	1	1	1	1	1
am0108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	1	0	2	0	2	0	2	0	0	1	2	0	0	1	0	1	0	0	0	1	1	2	1	1	2	0	2	0	0	3	4	3	1	0	4	2	0	1	0	0	1	3	0	0
am0109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	4	0	0	0	1	2	5	1	2	0	0	5	0	0	0	1	2	0	1	5	1	4	1	2	5	0	2	2	2	2	9	0	1	6	4
am0110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	3	1	3	1	2	3	4	3	6	6	5	1	0	3	3	5	3	0	5	1	2	4	3	0	4	3	6	5	6	5	8	4	5	5	8	0	6	7	3	5	0	2	1	1	4	3	2
am0111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0
am0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	2	0	0	3	0	0	0	1	1	1	1	3	0	0	0	1	0	2	0	0	2	0	2	2	0	0	2	1
am0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	3	2	2	1	1	0	1	2	1	2	2	1	1	2	1	7	4	1	1	0	2	3	0	3	3	0	7	2	5	4	3	4	4	4	1	1	5	4	4	3	3	5
am0114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	4	0	0	1	3	1	1	2	1	0	1	1	2	1	1	1	1	2	1	0	2	0	0	2	1	0
am0115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	2	2	0	2	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	3	2	2	4	0	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0
am0116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	1	1	1	0	4	1	2	1	5	0	2	4	2	1	1	1	1	1	2	4	1	0	4	2	6	5	0	2	2	0	2	1	4	2	4	2	3	4	3	3	2	3	1
am0117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	5	1	1	3	1	2	1	1	3	3	0	1	1	0	4	2	7	0	3	3	0	0	6	3	2	6	1	4	1	3	6	5	6	2	1	6	0	1	2	1	3	2	1	3	2
am0118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	1	1	0	2	3	1	5	2	2	2	5	0	5	4	1	4	1	5	1	4	4	4	1	6	3	0	5	2	6	4	0	3	3	4	9	2	7	5	4	3	3	2	6	3	5
am0119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	1	1	0	1	2	0	2	2	2	0	3	1	1	5	0	3	0	1	2	0	1	1	5	2	2	2	1	2	5	2	2	3	0	4	1	0	2	0	1	6	1	3	5	2
am0120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	1	0	1	2	1	0	0	0	2	3	0	0	2	1	0	3	1	1	3	0	1	1	3	2	2	2	2	4	1	2	2	4	5	5	5	1	3	3
am0121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	1	1	1	0	1	2	0	3	1	1	0	3	0	0	2	1	1	2	1	0	0	1	1	0	2	2	3	1	1	1	0	0	0	11	4	13	4	4	0	2	6
am0122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	2	4	0	0	3	2	2	0	0	0	2	1	0	2	0	0	0	1	2	2	2	0	1	0	1	1	0	1	6
am0123	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	3	1	0	4	1	0	1	0	0	5	0	2	1	2	1	2	1	1	0	1	1	2	2	1	0	5	7	0	1	6	4	0	1	0	1	0	1	12	2	6	3	6	3	4	4	4	1
am0124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	3	2	1	4
am0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	4	2	2	1	2	2	1	1
am0126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	0	0	0	1	0	1	0	0	3	0	0	3	0	0	1	3	0	2	1	0	0	0	0	1	0	0	1	6	0	0	0	0	0	3	2	2	3	0	0	3	1	1
am0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	3	2	0	0	3	1	0	4	2	0	0	0	1	6	2	0	2	0	2	2	0	4	4	1	6	1	1	1	0	0	1	0	3	0	0	1	2	3	1	1	1	1	1	2
am0128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	2	1	1	0	2	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0	1	0	2	1	1
am0129	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	4	0	4	0	0	3	2	6	1	0	1	1	1	1	2	0	6	1	5	2	3	1	1	0	2	2	0	3	4	5	6	0	1	3	2	5	2	7	11	3	7	7
am0130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	3	0	0	0	0	0	4	0	2	0	0	1	1	2	0	0	0	1	4	0	2	3	1	2	0
am0131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	1	2	4	3	1	1	4	1	1	0	1	5	0	0	3	3	1	3	5	1	3	1	3	4	0	2	0	2	1	4	1	1	1	0	1	2	6	4	1	3	2	3	4
am0132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	3	0	2	2	3	2	3	1	2	1	1	0	0	5	6	2	4	0	3	4	0	1	4	7	2	4	4	2	1	4	0	4	0	3	3	1	2	3	1	4	4	0	2	2	2
am0134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	1	1	0	0	0	2	0	0	0	1	0	2	3	1	1	1	2	1	5	1	0	5	1	0	3	0	0	3	2	2	1	0	3	2	3	3	3	3	3	5	3
am0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	1	0	1	1	0	3	3	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	4	0	1	0	2	0	1	0	5	3	0	1	1	0	4	1	0
am0136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	3	4	1	1	1	1	1	1	0	1	5	0	3	0	3	0	0	1	1	0	2	3	1	5	3	1	0	0	0	0	2	5	1	3	2	3	2	1	4	3	3	6
am0137	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	0	0	1	1	2	0	0	0	1	0	0	1	0	0	2	1	0	0	2	1	0	1	1	0	1	2	0	1	0	1	1	1	3	1	1	1	1	0	3	1	2
am0138	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	1	0	1	2	2	3	0	2	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	4	2	3	2	3	2	0	2	2	0
am0139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
am0140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	2	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	1	0	3	0	0	2	0	2	0	0	2	0	4	0	4	4	0	2	4	1
am0141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	2	1	0	0	0	0	0	2	0	2	0	0	0	0	0
am0142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	2	0	0	1	0	1	0	2	0	0	0	2	1	0	3	0	0	1	1	1
am0143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	2	0	3	3	2	2	1	3	0	3	2	0	1	5	5	3	3	6	6	1	2	3	4	6	6	2	1	6	6	9	0	5	3	10	4	6	2	6	12	3	3	9	6	4	4
am0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	2	4	0	0	1	0	3	3	2	1	0	1	0	2	0	0	0	1	1	1	2	3	1	1	5	2	2	1	3	2	0	2	1	2	1	1	4	2	1	2
am0147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0	0	0	2	1	0	1	1	0	1	0	2	1	0	0	0	1	0	0	1	7	2	1	5	0	1	0
am0148	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	2	3	0	3	0	2	4	5	2	4
am0149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	1	0	1	0	0	0	0	1	0	2	3	1	1	0	1	0	2	3	2	3	1	8	1	5	1	0	0	1	3	0	2	1	3	1	0	1	3	3	2	5	5	4	4	7	9
am0150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	3	2	2	1	3	1	0	0	0	0	2	3	1	2	0	1	4	1	1	0	0	1	2	0	5	4	2	7	0	4	1	2	6	4	2	5	2	5	0	1	3	2	2
am0151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
am0152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am0153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	2	1	0	1	0	2	0	0	0	1	3	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	2	0	2	1	1	0	6	0	0	7	3	1	3
am0155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	1	3	0	0	2	1	5	0	0	0	0	2	2	1	0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	2	2	4	5	2	3	4
am0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	1	0	1	0	2	0	0	2	0	1	0	0	0	0	1
am0157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	1
am0158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	3	0	3	0	2	0	2	0	0	4	3	1	4	2	2	3	3	1	1	1	2	1	0	3	3	4	3	3	0	2	2	3	2	0	1	2	2	4	3	4	2	2	4	4	2	3	3
am0159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	1	1	1	0	2	0	0	0	1	2	1	1	0	1	6
am0160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	2	1	1	1	0	1	1	0	0	0	0	3	1	0	1	0	1	2	1	0	1	0	1	0	1	1	0	1	1	0	4	4	2	3	3
am0161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	4	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	3	0
am0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	1	0	0	2	0	2	4	6	1	0	0	0	4	2	4	1	0	5	1	1	5	4	1	3	1	1	1	0	1	2	4	2	1	3	3	4	4	6	5	6	4	4	5
am0163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0
am0164	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	3	0	0	4	0	0	1	0	1	1	2	1	1	0	2	0	1	1	0	1	0	1	2	0	0	1	0
am0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	1	0	1	1	1	0	1	1	3	5	0	1	2	0	3	2	0	5	0	4	3	0	1	4	0	1	0	1	2	0	3	0	4	2	0	2	1	2	2	4	5	1	6	8	5
am0166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	1	1	0	1	3	3	1	2	0	0	0	0	3	4	2	3	0	0	0	1	0	0	2
am0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am0168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	2	1	0
am0169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	1	2	0	0	1	2	1	1	3	1	2	1	0	0	3	2	2	2	1	3	0	2	1	0	2	4	0	1	0	0	2	0	1	1	1	2	0	1	0	2	0	2	2	0
am0171	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	2	2	3	6	2	2	1	3	5	3	2	3	0	2	1	2	4	2	4	5	4	2	3	2	4	1	0	4	3	4	3	4	2	3	3	4	1	3	4	4	1	6	1	1	5
am0172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1	0	1	2	3	4	3	4	6	5	3	5	1	0	3	2	3	2	6	3	1	4	3	3	2	1	2	6	3	4	7	6	3	4	3	4	4	4	3	2	0	3	4	3	6	8	3	4	6	3
am0173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	1	0	0	1	0	1	1	0	1	2	1	0	0	0	1	0	2	2	0	0	4	0	4	0	2	3	0	0	2	2	0	1	2	0	0	3
am0174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
am0175	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am0176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am0177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	2	1	2	2	2	1	3	2	0
am0178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am0179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
am0180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	2	0	0	2	0	0	2
am0181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	2	3	1	0	0	0	3	3	0	0	1	0	4	1	2	1	1	2	2	3	1	1	3	1	2	1	1	3	2	3	3	2	1	2	1	3	1	5	2	4	5	1
am0182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	4	0	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	2	2	0	1	4
